user_pseudo_id,category,country,subscription_start,subscription_end,cohort_start,cohort_end,Difference,Weeks,Unique,w0,w1,w2,w3,w4,w5,w6
2308371.598015250,desktop,India,2020-11-08,,2020-11-08,2020-12-20,6,w5,,,,,,,,
2338631.195675540,desktop,United States,2020-11-08,,2020-11-08,2020-12-20,6,w5,,,,,,,,
1382700.586698270,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1472078.381192140,desktop,Ecuador,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2252988.673161840,desktop,Singapore,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1023953.984224170,mobile,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1028797.693834810,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1032714.293388290,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1045890.764746690,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1059934.961023650,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1068018.411887910,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1133955.580699890,desktop,Brazil,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1197937.458200420,mobile,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1223041.131130250,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1225414.580666950,tablet,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1257894.383796590,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1287286.834474290,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1288301.611916300,mobile,South Korea,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1295191.905437190,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1302727.486176420,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1316040.460070040,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1344042.587760140,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1355440.866431470,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1366218.639096220,desktop,Indonesia,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1367585.666017520,desktop,Germany,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1370065.720294290,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1400458.634811490,desktop,Canada,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1413271.952351600,desktop,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1414938.843877020,tablet,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1415721.871947770,mobile,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1434329.961520760,mobile,New Zealand,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1456382.214833170,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1464210.681555060,mobile,Indonesia,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1466116.955938710,tablet,United Kingdom,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1474849.049525640,mobile,Taiwan,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1493938.154721190,tablet,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1501902.979741320,desktop,Tunisia,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1504020.766103400,mobile,Sri Lanka,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1551088.034109200,desktop,Colombia,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1566386.252477870,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1580362.746885160,desktop,France,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1627000.043135770,mobile,United Kingdom,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1630691.977732320,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1685670.595010730,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1690625.486355420,desktop,Turkey,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1918757.116197890,desktop,Morocco,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1953320.442658610,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1953933.503862050,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1972290.428348510,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1988031.941447660,mobile,Taiwan,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1997923.630773730,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2025791.580284390,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2039147.838433350,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2040020.015466050,mobile,Canada,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2047969.313632770,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2057859.776637470,desktop,France,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2070079.922143110,desktop,China,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2075276.870965230,mobile,United Kingdom,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2080369.147918370,desktop,Poland,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2109493.210078960,desktop,Singapore,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2111604.973404410,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2114227.341247510,desktop,Netherlands,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2128956.982892080,mobile,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2146541.489843890,mobile,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2153397.396004170,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2167362.673152260,desktop,Bangladesh,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2189292.065131930,desktop,United Kingdom,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2189960.691609600,mobile,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2201472.459987530,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2206779.865170230,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2207886.117148530,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2209752.640626180,desktop,United States,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2241251.150717170,desktop,India,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2251966.088771900,desktop,Taiwan,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2280654.498630010,mobile,United Kingdom,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2310662.486299300,mobile,Poland,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
2331466.216095210,mobile,Australia,2020-11-15,,2020-11-15,2020-12-20,5,w4,,,,,,,,
1561825.008156670,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1777251.239206770,mobile,Switzerland,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1780911.626724350,desktop,Spain,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1794243.057600580,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1819545.742348630,mobile,Taiwan,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1824797.270189590,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1833049.299335790,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1835182.739009800,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1860104.312644680,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1876861.286721400,mobile,Australia,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1877464.632615540,mobile,South Korea,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1884619.559314440,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1885197.042252800,mobile,Russia,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1908144.791935840,desktop,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1909943.145229720,mobile,Brazil,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1925809.714898060,mobile,Italy,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1940348.324693840,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1948462.367680900,mobile,Russia,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1954050.947430750,mobile,Pakistan,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1977670.420928740,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2020354.738537860,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2043466.517161940,desktop,Portugal,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2051090.788276770,mobile,South Korea,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2053000.612780730,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2053105.585924250,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2057075.360127530,mobile,Germany,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2065088.566207770,desktop,India,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2068132.974364610,mobile,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2071196.657799950,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2072492.290775740,desktop,Malta,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2085045.551526420,mobile,Ireland,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2098049.323222740,mobile,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2102215.116971560,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2110588.801918240,desktop,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2130678.724719720,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2144288.015697450,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2171445.489871080,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2175659.397103080,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2176256.390587010,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2177881.278634860,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2187164.400856960,desktop,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2221992.717316160,desktop,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2238159.071894190,mobile,Australia,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2246821.646964680,mobile,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2249313.676737300,mobile,China,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2257797.572161170,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2307331.598415900,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2330025.648869940,desktop,Israel,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2347639.251198610,tablet,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2354675.612453010,mobile,China,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2368585.679062000,desktop,Sweden,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2369699.550050780,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2377836.476944210,mobile,India,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2392346.183639310,desktop,Taiwan,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2397019.262255980,tablet,Taiwan,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2402154.225842060,mobile,Brazil,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2406890.539765000,desktop,India,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2407478.790034310,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2414876.714265590,desktop,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2424937.135198900,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2447316.052538250,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2458063.254116760,desktop,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2460305.067786820,mobile,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2465438.304906880,desktop,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2470356.500536130,desktop,Belgium,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2475879.004921960,mobile,Norway,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2481753.776362820,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2484705.722551850,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2532316.520378030,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2540078.308825870,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2548269.373529960,desktop,Australia,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2569731.767935230,desktop,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2581747.124352790,desktop,Spain,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2585570.914331700,desktop,Austria,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2586594.793167950,mobile,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2594336.619363270,desktop,China,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2600295.978469530,desktop,United Kingdom,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2603854.923408500,desktop,India,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2604021.197118180,desktop,Indonesia,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2610105.431571230,mobile,India,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2618526.077945340,mobile,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2619018.625101610,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2625054.349135340,desktop,Canada,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2626634.036884180,desktop,India,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2647787.997466240,desktop,Brazil,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2650247.528445230,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
2655109.803771500,desktop,United States,2020-11-22,,2020-11-22,2020-12-20,4,w3,,,,,,,,
1061553.041043620,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1072671.942795630,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1080795.784535720,mobile,Belgium,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1086645.208327390,mobile,Brazil,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1088530.133040200,desktop,Slovenia,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1099207.806281050,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1112990.074377460,mobile,Australia,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1115826.728759390,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1120304.152874170,desktop,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1142495.368527890,mobile,Vietnam,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1146529.869828670,mobile,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1155453.735735640,desktop,Poland,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1157260.253605520,mobile,Japan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1173139.676012060,desktop,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1173654.601822030,mobile,Philippines,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1198284.219049190,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1203787.262824210,mobile,Thailand,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1231625.844366870,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1249388.342840980,mobile,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1261180.914065510,desktop,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1263804.494091320,desktop,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1273527.182757740,desktop,Singapore,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1278104.683852850,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1300303.758592370,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1318698.643093150,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1319488.578034970,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1325323.064771910,desktop,Pakistan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1333105.284367610,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1334125.814919490,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1342083.172510390,mobile,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1344816.603445270,mobile,Kazakhstan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1346380.431238820,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1367986.343186580,desktop,Italy,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1369364.040882020,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1377471.991531000,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1378396.582893690,desktop,China,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1380234.226641890,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1389683.702137770,desktop,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1396169.937116450,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1438013.049658450,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1465118.337584680,desktop,France,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1466887.335164200,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1467153.652198440,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1468116.898189190,mobile,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1491618.840659370,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1498673.267832130,desktop,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1506460.170749030,desktop,Taiwan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1507311.562657800,desktop,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1508257.065036110,desktop,Taiwan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1510131.944850890,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1512370.618334480,mobile,Greece,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1523095.737461250,desktop,Japan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1523988.900140630,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1532739.292420480,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1535800.971422530,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1536851.493070760,desktop,United Kingdom,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1543165.618604690,desktop,United Kingdom,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1550317.203093660,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1551686.455912150,mobile,Switzerland,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1553948.348288920,desktop,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1567345.555659460,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1570479.300423630,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1572194.472702250,desktop,Canada,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1575485.535864470,mobile,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1579377.789316820,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1593274.608996380,desktop,Slovakia,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1594630.978015960,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1611891.141568800,mobile,Mexico,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1635719.821855380,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1637656.153053550,desktop,Mexico,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1639812.135038600,desktop,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1667822.577690010,desktop,United States,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1672492.071247400,mobile,Sweden,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1706945.083996660,mobile,South Korea,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1715410.998011690,mobile,Mexico,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1719039.922154130,desktop,Sweden,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1720207.431209180,mobile,United Kingdom,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1729446.524488510,desktop,India,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1741410.339406200,desktop,Singapore,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1742080.512206470,desktop,Taiwan,2020-11-29,,2020-11-29,2020-12-20,3,w2,,,,,,,,
1444866.858332590,mobile,United Kingdom,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1484748.127383310,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1686851.272848840,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1687447.656489610,desktop,Turkey,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1748588.757300360,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1796615.761536370,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1893503.162267050,mobile,Singapore,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1117204.842724820,mobile,India,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1038086.254500490,desktop,Ukraine,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1042416.510353360,desktop,Argentina,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1043582.820937570,desktop,Australia,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1046376.023769520,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1056516.414505910,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1068553.341467580,mobile,Italy,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1080926.615292120,desktop,Brazil,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1101429.129546600,desktop,France,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1121499.832405710,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1158582.614116890,desktop,Philippines,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1171863.060766750,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1176134.249944350,desktop,India,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1178452.713618890,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1181199.270259230,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1184263.371574770,desktop,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1187218.815160390,desktop,South Korea,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1196928.255026610,mobile,Belgium,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1201560.330436330,desktop,Brazil,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1218020.957541440,mobile,Philippines,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1228811.813337240,mobile,Pakistan,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1237015.703855650,mobile,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
